frm_category,to_category,item_count
G0033,G0456,1
G0033,G0457,2
G0033,G0528,9
G0033,G0531,113
G0033,G0543,32
G0033,G0544,123
G0033,G0548,1
G0033,G0549,1
G0033,G0570,229
G0033,G0571,3
G0033,G0607,2
G0033,G0608,2
G0033,G0636,2
G0033,G0643,118
G0033,G0644,68
G0033,G0645,3
G0033,G0646,35
G0033,G0649,20
G0033,G0650,2
G0033,G0651,2
G0033,G0652,12
G0033,G0653,28
G0033,G0668,1
G0033,G0696,6
G0033,G0697,3
G0033,G0806,142
G0033,G0808,6
G0033,G0809,3
G0033,G0810,3
G0033,G0811,3
G0033,G0812,3
G0033,G0813,3
G0033,G0814,3
G0033,G0815,3
G0033,G0816,3
G0033,G0817,3
G0033,G0818,3
G0033,G0822,3
G0033,G0823,3
G0033,G0824,3
G0033,G0825,3
G0033,G0826,1
G0033,G0828,2
G0033,G0831,3
G0033,G0832,3
G0033,G0833,3
G0033,G0835,1
G0033,G0836,1
G0033,G0885,2
G0033,G0887,1
G0033,G0889,1
G0033,G0890,6
G0033,G0891,3
G0033,G0892,3
G0033,G0893,3
G0033,G0894,3
G0033,G0895,3
G0033,G0896,3
G0033,G0897,3
G0033,G0898,3
G0033,G0899,3
G0033,G0900,3
G0033,G0904,3
G0033,G0905,3
G0033,G0906,3
G0033,G0907,3
G0033,G0908,1
G0033,G0910,2
G0033,G0913,3
G0033,G0914,3
G0033,G0915,3
G0033,G0965,6
G0033,G0966,6
G0033,G0967,3
G0033,G0968,3
G0033,G0969,3
G0033,G0970,3
G0033,G0971,3
G0033,G0972,3
G0033,G1100,2
G0033,G1101,2
G0033,G1102,6
G0033,G1103,6
G0033,G1104,5
G0033,G1105,5
G0033,G1106,5
G0033,G1107,5
G0033,G1116,2
G0033,G1117,2
G0033,G1118,2
G0033,G1119,2
G0033,G1120,2
G0033,G1121,2
G0033,G1131,8
G0033,G1132,2
G0033,G1143,1
G0033,G1146,1
G0033,G1150,1
G0033,G1177,4
G0033,G1179,2
G0033,G1180,2
G0033,G1181,2
G0033,G1182,2
G0033,G1183,2
G0033,G1184,2
G0033,G1185,2
G0033,G1186,2
G0033,G1187,2
G0033,G1188,1
G0033,G1189,2
G0033,G1190,1
G0033,G1191,1
G0033,G1194,1
G0033,G1200,2
G0033,G1201,2
G0033,G1202,2
G0033,G1203,2
G0033,G1204,2
G0033,G1205,2
G0033,G1206,2
G0033,G1207,2
G0033,G1264,3
G0033,G1265,2
G0033,G1467,2
G0034,G0001,1
G0034,G0031,1
G0034,G0032,1
G0034,G0034,1
G0034,G0121,1
G0035,G0005,11
G0035,G0007,5
G0035,G0013,8
G0035,G0014,5
G0035,G0015,4
G0035,G0016,1
G0035,G0018,10
G0035,G0019,12
G0035,G0033,39
G0035,G0035,39
G0035,G0042,39
G0035,G0103,3
G0035,G0104,3
G0035,G0123,1
G0035,G0124,13
G0035,G0132,22
G0035,G0134,1
G0035,G0135,1
G0035,G0166,5
G0035,G0188,2
G0035,G0189,2
G0035,G0192,4
G0035,G0193,4
G0035,G0194,1
G0035,G0195,1
G0035,G0196,1
G0035,G0197,1
G0035,G0206,1
G0035,G0208,1
G0035,G0212,5
G0035,G0213,1
G0035,G0260,3
G0035,G0261,3
G0035,G0262,6
G0035,G0263,6
G0035,G0280,2
G0035,G0281,2
G0035,G0282,1
G0035,G0283,1
G0035,G0296,2
G0035,G0370,1
G0035,G0374,2
G0035,G0375,2
G0035,G0376,1
G0035,G0377,1
G0035,G0388,1
G0035,G0389,1
G0035,G0442,1
G0035,G0443,2
G0035,G0444,2
G0035,G0445,1
G0035,G0446,2
G0035,G0447,1
G0035,G0448,1
G0035,G0449,2
G0035,G0451,1
G0035,G0453,1
G0035,G0454,1
G0035,G0455,2
G0035,G0456,1
G0035,G0457,2
G0035,G0531,5
G0035,G0543,9
G0035,G0544,21
G0035,G0570,37
G0035,G0607,1
G0035,G0644,27
G0035,G0653,3
G0035,G0806,7
G0035,G0822,3
G0035,G0836,1
G0035,G0904,3
G0035,G1100,2
G0035,G1101,2
G0035,G1131,8
G0035,G1132,2
G0035,G1146,1
G0035,G1187,2
G0036,G0008,27
G0036,G0033,27
G0036,G0036,27
G0036,G0042,27
G0036,G0092,1
G0036,G0094,7
G0036,G0095,6
G0036,G0096,6
G0036,G0097,7
G0036,G0123,27
G0036,G0132,27
G0036,G0165,16
G0036,G0201,1
G0036,G0202,5
G0036,G0203,4
G0036,G0204,4
G0036,G0205,5
G0036,G0286,2
G0036,G0287,2
G0036,G0288,2
G0036,G0289,2
G0036,G0339,5
G0036,G0340,4
G0036,G0345,2
G0036,G0346,3
G0036,G0347,1
G0036,G0348,2
G0036,G0349,1
G0036,G0353,1
G0036,G0531,16
G0036,G0544,15
G0036,G0570,24
G0036,G0643,27
G0036,G0806,19
G0036,G0811,3
G0036,G0812,3
G0036,G0813,3
G0036,G0814,3
G0036,G0893,3
G0036,G0894,3
G0036,G0895,3
G0036,G0896,3
G0036,G1177,2
G0036,G1179,2
G0036,G1180,2
G0036,G1264,2
G0037,G0008,32
G0037,G0033,39
G0037,G0037,39
G0037,G0042,39
G0037,G0082,29
G0037,G0084,2
G0037,G0122,35
G0037,G0132,35
G0037,G0165,20
G0037,G0207,11
G0037,G0291,2
G0037,G0531,18
G0037,G0544,15
G0037,G0548,1
G0037,G0549,1
G0037,G0570,39
G0037,G0636,2
G0037,G0643,33
G0037,G0649,20
G0037,G0650,2
G0037,G0668,1
G0037,G0806,26
G0037,G0808,6
G0037,G0885,2
G0037,G0887,1
G0037,G0889,1
G0037,G0890,6
G0037,G0965,6
G0037,G0966,6
G0037,G1104,5
G0037,G1105,5
G0037,G1106,5
G0037,G1116,2
G0037,G1117,2
G0037,G1118,2
G0037,G1182,2
G0037,G1204,2
G0037,G1205,2
G0037,G1206,2
G0038,G0002,3
G0038,G0008,14
G0038,G0012,2
G0038,G0027,13
G0038,G0038,80
G0038,G0043,80
G0038,G0068,1
G0038,G0069,1
G0038,G0080,1
G0038,G0081,1
G0038,G0089,2
G0038,G0090,1
G0038,G0109,1
G0038,G0110,1
G0038,G0115,1
G0038,G0116,1
G0038,G0118,1
G0038,G0126,16
G0038,G0127,2
G0038,G0128,4
G0038,G0131,10
G0038,G0132,28
G0038,G0152,1
G0038,G0153,17
G0038,G0154,4
G0038,G0155,5
G0038,G0156,1
G0038,G0157,1
G0038,G0167,16
G0038,G0173,5
G0038,G0176,1
G0038,G0178,3
G0038,G0179,2
G0038,G0186,2
G0038,G0187,1
G0038,G0199,2
G0038,G0200,10
G0038,G0206,1
G0038,G0209,2
G0038,G0214,1
G0038,G0222,69
G0038,G0407,1
G0038,G0408,2
G0038,G0409,1
G0038,G0410,2
G0038,G0411,1
G0038,G0412,1
G0038,G0413,1
G0038,G0414,1
G0038,G0419,1
G0038,G0420,1
G0038,G0421,1
G0038,G0422,1
G0038,G0423,1
G0038,G0424,1
G0038,G0425,2
G0038,G0426,1
G0038,G0427,1
G0038,G0428,1
G0038,G0429,1
G0038,G0430,1
G0038,G0464,1
G0038,G0465,1
G0038,G0466,1
G0038,G0467,1
G0038,G0468,1
G0038,G0469,5
G0038,G0504,1
G0038,G0505,1
G0038,G0511,1
G0038,G0512,2
G0038,G0513,1
G0038,G0514,1
G0038,G0529,1
G0038,G0531,20
G0038,G0532,2
G0038,G0537,2
G0038,G0538,2
G0038,G0544,16
G0038,G0555,1
G0038,G0556,2
G0038,G0557,1
G0038,G0558,2
G0038,G0559,1
G0038,G0560,4
G0038,G0562,4
G0038,G0563,5
G0038,G0564,5
G0038,G0565,4
G0038,G0566,2
G0038,G0568,1
G0038,G0569,2
G0038,G0570,77
G0038,G0582,1
G0038,G0583,1
G0038,G0584,1
G0038,G0585,1
G0038,G0586,5
G0038,G0587,15
G0038,G0588,48
G0038,G0592,6
G0038,G0593,5
G0038,G0599,4
G0038,G0601,4
G0038,G0602,16
G0038,G0603,3
G0038,G0617,2
G0038,G0636,3
G0038,G0637,5
G0038,G0638,3
G0038,G0639,4
G0038,G0640,4
G0038,G0641,4
G0038,G0643,11
G0038,G0653,6
G0038,G0659,2
G0038,G0664,15
G0038,G0665,6
G0038,G0666,13
G0038,G0667,6
G0038,G0669,1
G0038,G0670,8
G0038,G0676,1
G0038,G0677,1
G0038,G0706,1
G0038,G0707,1
G0038,G0708,50
G0038,G0709,2
G0038,G0721,1
G0038,G0722,3
G0038,G0725,2
G0038,G0726,2
G0038,G0804,1
G0038,G0806,16
G0038,G0846,1
G0038,G0847,1
G0038,G0848,1
G0038,G0850,1
G0038,G0880,1
G0038,G0881,1
G0038,G0882,1
G0038,G0886,2
G0038,G0888,1
G0038,G0917,1
G0038,G0918,1
G0038,G0919,1
G0038,G0921,2
G0038,G0922,2
G0038,G0940,2
G0038,G0941,2
G0038,G0946,2
G0038,G0947,2
G0038,G0949,1
G0038,G0951,4
G0038,G0952,4
G0038,G0953,3
G0038,G0958,1
G0038,G0959,1
G0038,G0960,1
G0038,G0962,1
G0038,G0963,1
G0038,G1140,1
G0039,G0004,21
G0039,G0033,19
G0039,G0039,21
G0039,G0042,21
G0039,G0091,7
G0039,G0102,7
G0039,G0108,7
G0039,G0122,7
G0039,G0123,7
G0039,G0124,2
G0039,G0126,7
G0039,G0132,21
G0039,G0209,5
G0039,G0211,5
G0039,G0214,5
G0039,G0293,2
G0039,G0295,2
G0039,G0302,2
G0039,G0341,4
G0039,G0355,1
G0039,G0396,5
G0039,G0401,1
G0039,G0531,11
G0039,G0544,11
G0039,G0570,18
G0039,G0643,5
G0039,G0646,18
G0039,G0806,15
G0039,G0810,3
G0039,G0818,3
G0039,G0833,3
G0039,G0892,3
G0039,G0900,3
G0039,G0915,3
G0039,G1184,2
G0039,G1186,2
G0039,G1194,2
G0040,G0003,19
G0040,G0033,19
G0040,G0040,19
G0040,G0042,19
G0040,G0099,7
G0040,G0100,6
G0040,G0101,6
G0040,G0123,19
G0040,G0132,19
G0040,G0202,5
G0040,G0223,5
G0040,G0224,4
G0040,G0225,4
G0040,G0286,2
G0040,G0287,2
G0040,G0308,2
G0040,G0309,2
G0040,G0310,2
G0040,G0342,5
G0040,G0343,4
G0040,G0344,4
G0040,G0350,1
G0040,G0351,1
G0040,G0352,1
G0040,G0531,13
G0040,G0544,13
G0040,G0570,18
G0040,G0646,19
G0040,G0806,13
G0040,G0815,3
G0040,G0816,3
G0040,G0817,3
G0040,G0897,3
G0040,G0898,3
G0040,G0899,3
G0040,G1177,2
G0040,G1200,2
G0040,G1201,2
G0040,G1202,2
G0040,G1264,1
G0041,G0041,3
G0041,G0046,1
G0041,G0057,1
G0042,G0003,19
G0042,G0004,21
G0042,G0005,37
G0042,G0006,20
G0042,G0007,18
G0042,G0008,110
G0042,G0009,2
G0042,G0013,19
G0042,G0014,14
G0042,G0015,9
G0042,G0016,7
G0042,G0017,2
G0042,G0018,36
G0042,G0019,42
G0042,G0023,3
G0042,G0033,239
G0042,G0035,39
G0042,G0036,27
G0042,G0037,39
G0042,G0039,21
G0042,G0040,19
G0042,G0042,583
G0042,G0047,3
G0042,G0053,1
G0042,G0054,1
G0042,G0060,18
G0042,G0061,18
G0042,G0062,3
G0042,G0063,17
G0042,G0082,31
G0042,G0083,16
G0042,G0084,2
G0042,G0085,2
G0042,G0086,2
G0042,G0087,1
G0042,G0088,2
G0042,G0091,7
G0042,G0092,1
G0042,G0093,1
G0042,G0094,7
G0042,G0095,6
G0042,G0096,6
G0042,G0097,7
G0042,G0098,2
G0042,G0099,7
G0042,G0100,6
G0042,G0101,6
G0042,G0102,7
G0042,G0103,5
G0042,G0104,5
G0042,G0106,7
G0042,G0107,7
G0042,G0108,7
G0042,G0111,17
G0042,G0112,17
G0042,G0119,1
G0042,G0122,81
G0042,G0123,103
G0042,G0124,83
G0042,G0126,71
G0042,G0132,349
G0042,G0134,1
G0042,G0135,1
G0042,G0136,3
G0042,G0137,1
G0042,G0138,1
G0042,G0139,4
G0042,G0140,2
G0042,G0141,2
G0042,G0165,64
G0042,G0166,12
G0042,G0188,5
G0042,G0189,3
G0042,G0192,4
G0042,G0193,4
G0042,G0194,1
G0042,G0195,1
G0042,G0196,1
G0042,G0197,1
G0042,G0201,2
G0042,G0202,15
G0042,G0203,5
G0042,G0204,6
G0042,G0205,9
G0042,G0206,17
G0042,G0207,17
G0042,G0208,21
G0042,G0209,8
G0042,G0210,7
G0042,G0211,6
G0042,G0212,14
G0042,G0213,7
G0042,G0214,6
G0042,G0215,1
G0042,G0216,3
G0042,G0217,6
G0042,G0218,8
G0042,G0219,5
G0042,G0220,6
G0042,G0221,1
G0042,G0222,3
G0042,G0223,7
G0042,G0224,5
G0042,G0225,6
G0042,G0228,4
G0042,G0229,4
G0042,G0230,2
G0042,G0231,2
G0042,G0232,2
G0042,G0233,2
G0042,G0234,2
G0042,G0235,2
G0042,G0236,2
G0042,G0237,2
G0042,G0238,2
G0042,G0239,2
G0042,G0240,2
G0042,G0241,1
G0042,G0242,2
G0042,G0243,2
G0042,G0244,3
G0042,G0245,2
G0042,G0246,2
G0042,G0249,2
G0042,G0250,2
G0042,G0251,2
G0042,G0252,4
G0042,G0253,2
G0042,G0254,2
G0042,G0260,9
G0042,G0261,7
G0042,G0262,6
G0042,G0263,6
G0042,G0264,5
G0042,G0265,4
G0042,G0280,2
G0042,G0281,2
G0042,G0282,1
G0042,G0283,1
G0042,G0284,2
G0042,G0285,2
G0042,G0286,4
G0042,G0287,4
G0042,G0288,2
G0042,G0289,2
G0042,G0290,2
G0042,G0291,2
G0042,G0292,2
G0042,G0293,2
G0042,G0294,2
G0042,G0295,2
G0042,G0296,2
G0042,G0297,2
G0042,G0298,2
G0042,G0299,2
G0042,G0300,2
G0042,G0301,2
G0042,G0302,2
G0042,G0303,2
G0042,G0304,2
G0042,G0305,2
G0042,G0306,1
G0042,G0307,2
G0042,G0308,2
G0042,G0309,2
G0042,G0310,2
G0042,G0337,1
G0042,G0338,1
G0042,G0339,5
G0042,G0340,4
G0042,G0341,4
G0042,G0342,5
G0042,G0343,4
G0042,G0344,4
G0042,G0345,2
G0042,G0346,3
G0042,G0347,1
G0042,G0348,2
G0042,G0349,1
G0042,G0350,1
G0042,G0351,1
G0042,G0352,1
G0042,G0353,1
G0042,G0354,1
G0042,G0355,1
G0042,G0356,1
G0042,G0357,5
G0042,G0358,5
G0042,G0359,1
G0042,G0360,1
G0042,G0361,1
G0042,G0363,1
G0042,G0364,1
G0042,G0365,1
G0042,G0367,3
G0042,G0368,2
G0042,G0370,1
G0042,G0371,4
G0042,G0372,4
G0042,G0373,1
G0042,G0374,2
G0042,G0375,2
G0042,G0376,1
G0042,G0377,1
G0042,G0378,3
G0042,G0379,1
G0042,G0380,1
G0042,G0381,1
G0042,G0382,1
G0042,G0383,1
G0042,G0384,1
G0042,G0385,1
G0042,G0386,3
G0042,G0387,2
G0042,G0388,1
G0042,G0389,1
G0042,G0390,4
G0042,G0391,4
G0042,G0392,1
G0042,G0393,2
G0042,G0394,2
G0042,G0395,8
G0042,G0396,5
G0042,G0397,1
G0042,G0398,3
G0042,G0399,8
G0042,G0400,3
G0042,G0401,1
G0042,G0402,1
G0042,G0403,1
G0042,G0404,1
G0042,G0405,1
G0042,G0406,1
G0042,G0436,1
G0042,G0437,5
G0042,G0442,1
G0042,G0443,2
G0042,G0444,2
G0042,G0445,1
G0042,G0446,2
G0042,G0447,1
G0042,G0448,1
G0042,G0449,2
G0042,G0450,2
G0042,G0451,1
G0042,G0452,1
G0042,G0453,1
G0042,G0454,1
G0042,G0455,2
G0042,G0456,1
G0042,G0457,2
G0042,G0517,1
G0042,G0518,1
G0042,G0519,1
G0042,G0520,2
G0042,G0528,14
G0042,G0531,141
G0042,G0534,1
G0042,G0543,30
G0042,G0544,214
G0042,G0548,1
G0042,G0549,1
G0042,G0570,508
G0042,G0571,4
G0042,G0594,1
G0042,G0603,1
G0042,G0605,1
G0042,G0606,1
G0042,G0607,3
G0042,G0608,3
G0042,G0636,4
G0042,G0643,256
G0042,G0644,119
G0042,G0646,39
G0042,G0649,22
G0042,G0650,2
G0042,G0651,2
G0042,G0652,13
G0042,G0653,34
G0042,G0668,1
G0042,G0696,6
G0042,G0697,3
G0042,G0717,2
G0042,G0720,35
G0042,G0805,1
G0042,G0806,238
G0042,G0808,6
G0042,G0809,3
G0042,G0810,3
G0042,G0811,3
G0042,G0812,3
G0042,G0813,3
G0042,G0814,3
G0042,G0815,3
G0042,G0816,3
G0042,G0817,3
G0042,G0818,3
G0042,G0819,3
G0042,G0820,3
G0042,G0821,3
G0042,G0822,3
G0042,G0823,3
G0042,G0824,3
G0042,G0825,3
G0042,G0826,3
G0042,G0827,3
G0042,G0828,2
G0042,G0829,1
G0042,G0830,3
G0042,G0831,3
G0042,G0832,3
G0042,G0833,3
G0042,G0835,2
G0042,G0836,2
G0042,G0837,2
G0042,G0885,2
G0042,G0887,1
G0042,G0889,1
G0042,G0890,6
G0042,G0891,3
G0042,G0892,3
G0042,G0893,3
G0042,G0894,3
G0042,G0895,3
G0042,G0896,3
G0042,G0897,3
G0042,G0898,3
G0042,G0899,3
G0042,G0900,3
G0042,G0901,3
G0042,G0902,3
G0042,G0903,3
G0042,G0904,3
G0042,G0905,3
G0042,G0906,3
G0042,G0907,3
G0042,G0908,3
G0042,G0909,3
G0042,G0910,2
G0042,G0911,1
G0042,G0912,3
G0042,G0913,3
G0042,G0914,3
G0042,G0915,3
G0042,G0965,6
G0042,G0966,6
G0042,G0967,3
G0042,G0968,3
G0042,G0969,3
G0042,G0970,3
G0042,G0971,3
G0042,G0972,3
G0042,G1100,5
G0042,G1101,5
G0042,G1102,10
G0042,G1103,10
G0042,G1104,6
G0042,G1105,6
G0042,G1106,6
G0042,G1107,6
G0042,G1108,3
G0042,G1109,3
G0042,G1110,2
G0042,G1111,2
G0042,G1112,2
G0042,G1113,2
G0042,G1114,2
G0042,G1115,2
G0042,G1116,2
G0042,G1117,2
G0042,G1118,2
G0042,G1119,2
G0042,G1120,2
G0042,G1121,2
G0042,G1131,20
G0042,G1132,4
G0042,G1140,1
G0042,G1143,2
G0042,G1146,1
G0042,G1150,1
G0042,G1154,1
G0042,G1155,1
G0042,G1156,2
G0042,G1157,2
G0042,G1158,1
G0042,G1159,2
G0042,G1160,1
G0042,G1177,6
G0042,G1178,1
G0042,G1179,3
G0042,G1180,3
G0042,G1181,5
G0042,G1182,3
G0042,G1183,5
G0042,G1184,3
G0042,G1185,3
G0042,G1186,3
G0042,G1187,7
G0042,G1188,3
G0042,G1189,4
G0042,G1190,3
G0042,G1191,4
G0042,G1192,3
G0042,G1194,3
G0042,G1195,3
G0042,G1196,3
G0042,G1197,3
G0042,G1199,4
G0042,G1200,3
G0042,G1201,3
G0042,G1202,3
G0042,G1203,6
G0042,G1204,3
G0042,G1205,3
G0042,G1206,3
G0042,G1207,6
G0042,G1208,4
G0042,G1209,5
G0042,G1210,3
G0042,G1211,4
G0042,G1215,2
G0042,G1216,2
G0042,G1217,2
G0042,G1218,2
G0042,G1224,3
G0042,G1225,3
G0042,G1226,3
G0042,G1227,3
G0042,G1228,2
G0042,G1229,1
G0042,G1230,1
G0042,G1231,1
G0042,G1232,1
G0042,G1233,1
G0042,G1234,1
G0042,G1235,1
G0042,G1236,1
G0042,G1237,1
G0042,G1238,1
G0042,G1239,1
G0042,G1240,1
G0042,G1241,1
G0042,G1242,1
G0042,G1243,1
G0042,G1244,1
G0042,G1245,1
G0042,G1246,1
G0042,G1247,1
G0042,G1248,1
G0042,G1249,1
G0042,G1251,1
G0042,G1252,1
G0042,G1253,1
G0042,G1254,1
G0042,G1256,1
G0042,G1257,1
G0042,G1258,1
G0042,G1259,1
G0042,G1260,1
G0042,G1261,1
G0042,G1262,1
G0042,G1264,4
G0042,G1265,3
G0042,G1267,3
G0042,G1268,3
G0042,G1467,2
G0042,G1470,1
G0043,G0002,9
G0043,G0008,18
G0043,G0012,9
G0043,G0025,1
G0043,G0026,1
G0043,G0027,17
G0043,G0038,80
G0043,G0043,152
G0043,G0059,1
G0043,G0068,2
G0043,G0069,2
G0043,G0080,1
G0043,G0081,1
G0043,G0089,2
G0043,G0090,1
G0043,G0109,1
G0043,G0110,1
G0043,G0113,1
G0043,G0114,1
G0043,G0115,2
G0043,G0116,2
G0043,G0117,2
G0043,G0118,1
G0043,G0120,2
G0043,G0126,21
G0043,G0127,3
G0043,G0128,4
G0043,G0129,2
G0043,G0131,10
G0043,G0132,38
G0043,G0133,1
G0043,G0152,1
G0043,G0153,21
G0043,G0154,4
G0043,G0155,5
G0043,G0156,1
G0043,G0157,1
G0043,G0167,16
G0043,G0169,1
G0043,G0170,1
G0043,G0171,1
G0043,G0172,1
G0043,G0173,5
G0043,G0174,1
G0043,G0175,1
G0043,G0176,3
G0043,G0178,3
G0043,G0179,2
G0043,G0180,1
G0043,G0181,1
G0043,G0182,1
G0043,G0183,1
G0043,G0184,1
G0043,G0185,1
G0043,G0186,12
G0043,G0187,1
G0043,G0199,2
G0043,G0200,10
G0043,G0206,1
G0043,G0209,2
G0043,G0214,1
G0043,G0221,2
G0043,G0222,121
G0043,G0247,1
G0043,G0248,2
G0043,G0407,1
G0043,G0408,2
G0043,G0409,1
G0043,G0410,2
G0043,G0411,1
G0043,G0412,1
G0043,G0413,1
G0043,G0414,1
G0043,G0415,1
G0043,G0416,1
G0043,G0417,1
G0043,G0418,1
G0043,G0419,1
G0043,G0420,1
G0043,G0421,1
G0043,G0422,1
G0043,G0423,1
G0043,G0424,1
G0043,G0425,2
G0043,G0426,1
G0043,G0427,1
G0043,G0428,1
G0043,G0429,1
G0043,G0430,1
G0043,G0431,1
G0043,G0432,1
G0043,G0433,1
G0043,G0434,1
G0043,G0435,1
G0043,G0458,1
G0043,G0459,1
G0043,G0460,1
G0043,G0461,1
G0043,G0462,1
G0043,G0463,1
G0043,G0464,1
G0043,G0465,1
G0043,G0466,1
G0043,G0467,1
G0043,G0468,1
G0043,G0469,5
G0043,G0470,1
G0043,G0471,1
G0043,G0472,1
G0043,G0473,1
G0043,G0474,1
G0043,G0475,1
G0043,G0502,10
G0043,G0504,1
G0043,G0505,1
G0043,G0506,1
G0043,G0507,1
G0043,G0508,1
G0043,G0509,1
G0043,G0511,1
G0043,G0512,2
G0043,G0513,1
G0043,G0514,1
G0043,G0515,1
G0043,G0516,1
G0043,G0529,1
G0043,G0531,32
G0043,G0532,2
G0043,G0535,1
G0043,G0537,16
G0043,G0538,2
G0043,G0539,1
G0043,G0544,20
G0043,G0545,1
G0043,G0546,4
G0043,G0547,1
G0043,G0555,1
G0043,G0556,2
G0043,G0557,1
G0043,G0558,2
G0043,G0559,1
G0043,G0560,5
G0043,G0561,5
G0043,G0562,5
G0043,G0563,5
G0043,G0564,5
G0043,G0565,4
G0043,G0566,4
G0043,G0567,1
G0043,G0568,7
G0043,G0569,2
G0043,G0570,144
G0043,G0582,1
G0043,G0583,1
G0043,G0584,1
G0043,G0585,1
G0043,G0586,5
G0043,G0587,17
G0043,G0588,55
G0043,G0592,6
G0043,G0593,5
G0043,G0599,4
G0043,G0600,1
G0043,G0601,9
G0043,G0602,21
G0043,G0603,5
G0043,G0604,1
G0043,G0617,2
G0043,G0623,3
G0043,G0636,3
G0043,G0637,11
G0043,G0638,3
G0043,G0639,8
G0043,G0640,12
G0043,G0641,21
G0043,G0643,13
G0043,G0653,6
G0043,G0659,2
G0043,G0664,16
G0043,G0665,6
G0043,G0666,14
G0043,G0667,6
G0043,G0669,1
G0043,G0670,19
G0043,G0676,1
G0043,G0677,1
G0043,G0692,1
G0043,G0694,5
G0043,G0695,3
G0043,G0706,8
G0043,G0707,4
G0043,G0708,66
G0043,G0709,6
G0043,G0718,1
G0043,G0721,1
G0043,G0722,3
G0043,G0725,2
G0043,G0726,2
G0043,G0802,1
G0043,G0804,1
G0043,G0806,25
G0043,G0846,1
G0043,G0847,2
G0043,G0848,1
G0043,G0849,6
G0043,G0850,1
G0043,G0851,2
G0043,G0880,1
G0043,G0881,1
G0043,G0882,1
G0043,G0886,2
G0043,G0888,1
G0043,G0917,1
G0043,G0918,1
G0043,G0919,1
G0043,G0921,2
G0043,G0922,2
G0043,G0923,1
G0043,G0924,1
G0043,G0925,1
G0043,G0926,1
G0043,G0927,1
G0043,G0928,1
G0043,G0929,1
G0043,G0930,1
G0043,G0931,1
G0043,G0932,1
G0043,G0933,1
G0043,G0934,1
G0043,G0935,1
G0043,G0936,1
G0043,G0937,1
G0043,G0938,1
G0043,G0939,1
G0043,G0940,2
G0043,G0941,2
G0043,G0942,1
G0043,G0943,2
G0043,G0944,2
G0043,G0945,1
G0043,G0946,2
G0043,G0947,2
G0043,G0948,1
G0043,G0949,1
G0043,G0951,4
G0043,G0952,4
G0043,G0953,3
G0043,G0958,1
G0043,G0959,1
G0043,G0960,1
G0043,G0962,1
G0043,G0963,1
G0043,G1140,1
G0044,G0030,1
G0044,G0044,9
G0044,G0438,1
G0044,G0439,1
G0044,G0440,1
G0044,G0441,1
G0044,G0570,9
G0044,G0761,1
G0044,G1223,2
G0045,G0031,2
G0045,G0045,2
G0045,G0130,2
G0045,G0146,2
G0045,G0622,1
G0045,G0634,2
G0045,G0950,1
G0046,G0041,1
G0046,G0046,1
G0047,G0023,4
G0047,G0042,3
G0047,G0047,5
G0047,G0122,3
G0047,G0207,3
G0047,G0337,1
G0047,G0338,1
G0047,G0534,1
G0047,G0570,5
G0047,G0636,2
G0047,G0717,4
G0047,G0805,1
G0047,G0806,1
G0048,G0001,1
G0048,G0031,1
G0048,G0032,1
G0048,G0048,1
G0048,G0121,1
G0048,G0961,1
G0049,G0029,1
G0049,G0049,1
G0049,G0050,1
G0049,G0051,1
G0049,G0076,1
G0049,G0530,1
G0050,G0029,1
G0050,G0049,1
G0050,G0050,1
G0050,G0051,1
G0050,G0076,1
G0050,G0530,1
G0051,G0029,1
G0051,G0049,1
G0051,G0050,1
G0051,G0051,1
G0051,G0076,1
G0051,G0530,1
G0052,G0031,1
G0052,G0032,1
G0052,G0052,1
G0052,G0130,1
G0052,G0146,1
G0052,G0634,1
G0053,G0033,1
G0053,G0042,1
G0053,G0053,1
G0053,G0124,1
G0053,G0132,1
G0053,G0166,1
G0053,G0212,1
G0053,G0373,1
G0053,G0570,1
G0053,G0644,1
G0054,G0033,1
G0054,G0042,1
G0054,G0054,1
G0054,G0124,1
G0054,G0132,1
G0054,G0166,1
G0054,G0212,1
G0054,G0383,1
G0054,G0570,1
G0054,G0644,1
G0055,G0031,1
G0055,G0055,1
G0055,G0073,1
G0055,G0121,1
G0055,G0130,1
G0055,G0146,1
G0055,G0611,1
G0055,G0633,1
G0055,G0634,1
G0056,G0031,1
G0056,G0032,1
G0056,G0056,1
G0056,G0130,1
G0056,G0146,1
G0056,G0611,1
G0056,G0634,1
G0057,G0041,1
G0057,G0057,1
G0058,G0028,1
G0058,G0058,1
G0058,G0126,1
G0058,G0916,1
G0059,G0043,1
G0059,G0059,1
G0059,G0129,1
G0059,G0132,1
G0059,G0433,1
G0059,G0570,1
G0060,G0008,17
G0060,G0033,16
G0060,G0042,18
G0060,G0060,19
G0060,G0087,1
G0060,G0111,17
G0060,G0126,18
G0060,G0132,18
G0060,G0165,8
G0060,G0206,6
G0060,G0290,2
G0060,G0395,8
G0060,G0397,1
G0060,G0398,3
G0060,G0531,14
G0060,G0544,11
G0060,G0570,18
G0060,G0643,19
G0060,G0653,8
G0060,G0806,16
G0060,G0831,3
G0060,G0913,3
G0060,G0969,3
G0060,G0970,3
G0060,G1102,4
G0060,G1120,2
G0060,G1143,1
G0060,G1150,1
G0060,G1181,2
G0060,G1203,2
G0061,G0008,14
G0061,G0033,17
G0061,G0042,18
G0061,G0061,18
G0061,G0083,16
